Source,RA_ICRS,DE_ICRS,Gmag
3016983456199869184,84.46041242407,-6.13239447266,18.648561
3016983799798736384,84.49942737668,-6.12333279829,21.068968
3016983799797254912,84.49446369662,-6.12377586849,18.634272
3016983868516731008,84.48756752959,-6.12513913366,18.478596
3016983868516733056,84.48945202053,-6.11524394965,20.339092
3016983941532327168,84.51306892277,-6.10899005773,16.602304
3016983971597434880,84.50650065853,-6.11016778212,20.980799
3016984005955688832,84.5081396303,-6.1008904002,18.559
3016984010250319232,84.51322129997,-6.09848193164,20.164326
3016984078971286528,84.4359711935,-6.14784221239,16.296545
3016984074676588416,84.43541065509,-6.14722506012,19.43233
3016984143394846464,84.42398338574,-6.13926699438,20.63278
3016984182049033344,84.43961846665,-6.1402758509,19.48665
3016984216410237696,84.4568097437,-6.13245743427,15.197746
3016984216410238208,84.44670740583,-6.1280152247,19.464828
3016984246475278336,84.43259462413,-6.13481838584,
3016984246473852800,84.43013829437,-6.12650325925,19.105162
3016984246473853312,84.43165249186,-6.12416617397,19.820778
3016984280835022848,84.43982211279,-6.11751961159,20.905804
3016984319489215104,84.39546667902,-6.14316514477,21.19616
3016984315193327488,84.39446048284,-6.13390310019,18.922878
3016984349553069312,84.40855849842,-6.12172370566,18.079603
3016984383912804352,84.39045152862,-6.13415150892,17.44792
3016984388208363776,84.39374909285,-6.13115788942,21.069078
3016984383914201728,84.39260120912,-6.12944468613,20.564777
3016984383914190336,84.37933999779,-6.13147857585,20.460976
3016984383912807424,84.38840827519,-6.12224548268,19.141563
3016984521353171200,84.41450529786,-6.10796668062,20.388792
3016984521352781312,84.40063034919,-6.1106432531,20.39473
3016984521351763968,84.40981138379,-6.10758214232,18.193174
3016984560006149632,84.41769465368,-6.0953171694,20.246227
3016984590071236608,84.4649792893,-6.12594031617,18.710802
3016984658790924160,84.45679474405,-6.10780103951,20.705692
3016984658791734912,84.45595248136,-6.10504698695,20.659119
3016984727510401536,84.49152720858,-6.0990977031,20.694494
3016984796229672192,84.48174305513,-6.09334728558,17.935486
3016984800524307072,84.46738994124,-6.09012909395,20.116325
3016984864949354624,84.44845514439,-6.10347141223,20.901594
3016984864949148800,84.44085446032,-6.09335368382,19.843962
3016985002388102912,84.46205093783,-6.0892122253,20.344204
3016985036747843328,84.46952958289,-6.0693781798,19.224054
3016985071107581312,84.46213780194,-6.07318186455,19.01879
3016985105467319808,84.46360962946,-6.07183876596,17.92694
3016985144123534592,84.29717509444,-6.19541122935,19.510075
3016985178482925824,84.29572363348,-6.18419173944,17.668242
3016985208547134848,84.27211495617,-6.1885908114,18.578115
3016985212841243392,84.27293832266,-6.17890232271,19.566093
3016985281562139136,84.31183980722,-6.18153903467,17.768135
3016985281562139264,84.31127778254,-6.18219132305,16.948143
3016985277265993216,84.30844222256,-6.1770823094,19.794207
3016985315921876480,84.31711689974,-6.16988987023,17.323545
3016985380345210624,84.30967070172,-6.16507267634,19.301699
3016985380345478016,84.30815732847,-6.15753240013,19.873154
3016985384641352576,84.31241096212,-6.1514351285,17.411846
3016985419001097728,84.25541660906,-6.17637186434,20.474672
3016985418999678720,84.25513714544,-6.1761182857,18.58474
3016985449066007296,84.2788623718,-6.16120739094,20.625393
3016985483425044480,84.26112040399,-6.16755728673,19.281172
3016985517784783616,84.27381801007,-6.1591016719,18.40065
3016985556440046336,84.28993504583,-6.1638433714,15.36322
