#Table1
class,z,dered_r
GALAXY,0.1177478,17.57509
QSO,0.6177402,19.17581
QSO,1.811598,18.32439
GALAXY,0.0256621,14.73368
GALAXY,0.005315727,16.54845
GALAXY,0.1078716,16.73208
GALAXY,0.04631159,16.6314
GALAXY,0.166083,17.03195
GALAXY,0.04634102,14.98511
GALAXY,0.0803652,16.9946
GALAXY,0.01601931,17.51406
GALAXY,0.107753,17.2387
GALAXY,0.1455578,16.8217
GALAXY,0.107759,17.53633
GALAXY,0.1437298,17.46629
GALAXY,0.3746691,18.2757
QSO,0.8890617,16.89469
GALAXY,0.1086117,17.64294
GALAXY,0.145185,17.14366
GALAXY,0.108855,17.08407
GALAXY,0.1440112,17.39655
GALAXY,0.1450233,17.17996
QSO,1.135727,18.39827
GALAXY,0.7244598,
GALAXY,0.09079736,17.29676
GALAXY,0.1445512,17.6078
QSO,0.6886616,18.99754
GALAXY,0.07115649,17.07298
GALAXY,0.1765345,17.35377
GALAXY,0.08212451,17.53884
GALAXY,0.08203237,15.39529
GALAXY,0.07892217,17.64764
GALAXY,0.09012501,16.74808
GALAXY,0.009271441,17.78531
GALAXY,0.009295411,17.78531
GALAXY,0.04741072,15.93597
GALAXY,0.04742757,15.93597
GALAXY,0.1551858,17.47789
GALAXY,0.1551629,17.47789
GALAXY,0.07887701,17.64764
GALAXY,0.08404148,16.85841
GALAXY,0.1557591,17.66586
GALAXY,0.09512603,17.38776
GALAXY,0.08800483,17.07827
GALAXY,0.1765537,17.35377
GALAXY,0.08201483,17.53884
GALAXY,0.1557911,17.66586
GALAXY,0.08406909,16.85841
GALAXY,0.1550318,17.36116
QSO,0.6488517,16.71425
GALAXY,0.08801432,17.07827
GALAXY,0.1700457,17.75457
GALAXY,0.08205003,15.39529
GALAXY,0.7500353,
GALAXY,0.09013646,16.74808
GALAXY,0.1550647,17.36116
GALAXY,0.1700708,17.75457
GALAXY,0.1068178,16.77466
GALAXY,0.1068095,16.77466
GALAXY,0.2871527,17.94626
GALAXY,0.2871193,17.94626
GALAXY,0.09522717,17.38776
GALAXY,0.08253282,17.18221
GALAXY,0.06088101,17.35394
GALAXY,0.06092175,17.35394
GALAXY,0.08247235,17.18221
QSO,0.6488891,16.71425
GALAXY,0.09243213,16.28932
GALAXY,0.08326782,16.0404
GALAXY,0.1563439,17.20344
GALAXY,0.08489459,17.16313
GALAXY,0.08884581,16.31394
GALAXY,0.08887438,16.31394
GALAXY,0.090073,17.24835
GALAXY,0.2915029,18.55091
GALAXY,0.08988839,17.48888
GALAXY,0.291033,18.55091
GALAXY,0.08193276,17.69253
GALAXY,0.09398841,16.65186
GALAXY,0.09010885,17.24835
GALAXY,0.4507266,19.28764
GALAXY,0.08637097,17.68794
GALAXY,0.08752126,16.65785
GALAXY,0.08754382,16.65785
GALAXY,0.08320617,16.0404
GALAXY,0.4505639,19.28764
GALAXY,0.08876424,17.02531
GALAXY,0.1424881,16.63727
GALAXY,0.1424686,16.63727
GALAXY,0.08897621,15.07183
GALAXY,0.09022459,17.66177
GALAXY,0.09021423,17.66177
GALAXY,0.08990043,17.48888
QSO,5.179232,
GALAXY,0.08488708,17.16313
GALAXY,0.08871391,17.02531
GALAXY,0.08894964,15.07183
GALAXY,0.1561408,17.20344
GALAXY,0.07107066,17.03255
GALAXY,0.09391362,16.65186
GALAXY,0.0863258,17.68794
GALAXY,0.07105038,17.03255
GALAXY,0.07159293,15.93199
GALAXY,0.09245767,16.28932
GALAXY,0.08197664,17.69253
GALAXY,0.07165621,15.93199
GALAXY,0.2442848,17.53283
GALAXY,0.4221273,19.28032
GALAXY,0.1467667,16.16383
GALAXY,0.08823358,16.96381
GALAXY,0.1479571,17.27222
GALAXY,0.244403,17.53283
GALAXY,0.4225606,19.28032
GALAXY,0.1520836,17.34537
GALAXY,0.08893148,17.09685
GALAXY,0.08933952,16.33318
GALAXY,0.1491029,16.83279
GALAXY,0.1406059,17.49997
GALAXY,0.1388265,16.98659
GALAXY,0.1488762,17.29411
GALAXY,0.1436933,17.29538
QSO,0.2209458,18.79772
QSO,0.2210101,18.79772
GALAXY,0.1388307,16.98659
GALAXY,0.1468351,16.16383
GALAXY,0.08823302,16.96381
GALAXY,0.1384399,16.35136
GALAXY,0.1464602,17.32314
GALAXY,0.08882587,17.09685
GALAXY,0.1519973,17.34537
GALAXY,0.1490383,17.29411
GALAXY,0.1437195,17.29538
GALAXY,0.1479347,17.27222
GALAXY,0.1395749,17.67707
GALAXY,0.1464397,17.32314
GALAXY,0.1469627,17.3295
GALAXY,0.1383504,16.35136
GALAXY,0.1396547,17.67707
GALAXY,0.1490844,16.83279
GALAXY,0.1469815,17.3295
GALAXY,0.08938137,16.33318
GALAXY,0.0234513,16.97838
GALAXY,0.1406984,17.49997
GALAXY,0.1397811,17.45728
GALAXY,0.09030266,16.70688
GALAXY,0.1258243,17.20113
GALAXY,0.1398293,17.45728
GALAXY,0.2218676,17.22862
GALAXY,0.1679929,16.91235
GALAXY,0.09351148,17.42516
GALAXY,0.0902428,16.70688
GALAXY,0.1251182,15.94828
GALAXY,0.371647,
GALAXY,0.1258362,17.20113
GALAXY,0.08938602,17.65728
QSO,1.221508,
GALAXY,0.08939438,17.09769
GALAXY,0.09074408,17.09794
GALAXY,0.0829169,
GALAXY,0.168021,16.91235
GALAXY,0.1263624,17.6678
GALAXY,0.0829386,
GALAXY,0.09319615,16.80354
GALAXY,0.1263719,17.6678
GALAXY,0.1250357,15.94828
GALAXY,0.08943774,17.09769
GALAXY,0.09077282,17.09794
GALAXY,0.0903003,16.38392
GALAXY,0.1077065,16.97351
GALAXY,0.08264649,15.4986
GALAXY,0.09351192,17.42516
GALAXY,0.1077466,16.97351
GALAXY,0.0902831,16.38392
GALAXY,0.08636789,17.24951
GALAXY,0.08810714,17.41282
GALAXY,0.08953245,17.65728
GALAXY,0.08264261,15.4986
GALAXY,0.0931983,16.80354
GALAXY,0.08643533,17.24951
GALAXY,0.2218071,17.22862
GALAXY,0.0881023,17.41282
QSO,1.328829,18.24362
GALAXY,0.1295565,17.28207
GALAXY,0.06826732,17.24908
GALAXY,0.08877417,16.94594
GALAXY,0.1679665,16.24203
GALAXY,0.4865626,19.42791
GALAXY,0.1708115,17.4775
GALAXY,0.1707797,17.4775
GALAXY,0.1661118,17.12907
GALAXY,0.1680132,16.24203
GALAXY,0.1291262,15.88516
GALAXY,0.1682497,17.68922
GALAXY,0.1661526,17.12907
GALAXY,0.08877901,16.94594
QSO,2.430676,18.75312
GALAXY,0.0681863,17.52588
GALAXY,0.4863941,19.42791
GALAXY,0.1289783,15.88516
GALAXY,0.4285018,22.28853
QSO,1.328537,18.24362
QSO,0.1716955,18.33386
GALAXY,0.4285063,22.28853
GALAXY,0.1295385,17.28207
GALAXY,0.06823775,17.24908
QSO,2.431069,18.75312
QSO,0.4092779,18.52429
GALAXY,0.1459934,17.09043
GALAXY,0.1682517,17.68922
QSO,0.1716922,18.33386
QSO,0.5730332,19.23362
QSO,0.4091547,18.52429
GALAXY,0.1459707,17.09043
GALAXY,0.08209644,16.69164
GALAXY,0.08210394,16.69164
QSO,0.5732443,19.23362
GALAXY,0.08256572,16.2074
GALAXY,0.08268063,16.94846
GALAXY,0.4490553,19.00785
GALAXY,0.1818065,17.4854
GALAXY,0.08043308,16.88457
GALAXY,0.0817817,
GALAXY,0.5019082,
GALAXY,0.1555378,17.3934
GALAXY,0.4844606,19.41051
GALAXY,0.08296756,16.6652
GALAXY,0.08295568,16.6652
GALAXY,0.08268852,16.94846
GALAXY,0.0804199,16.88457
GALAXY,0.0818157,
GALAXY,0.08253568,16.2074
GALAXY,0.1268579,16.38361
GALAXY,0.08228803,16.95446
GALAXY,0.08282372,17.53982
GALAXY,0.08334531,16.43008
GALAXY,0.08230214,16.95446
GALAXY,0.4846525,19.41051
GALAXY,0.1554519,17.3934
GALAXY,0.1268669,16.38361
GALAXY,0.08334664,16.43008
GALAXY,0.08282754,17.53982
GALAXY,0.09010036,16.41864
GALAXY,0.09006874,16.41864
GALAXY,0.09120259,16.57015
GALAXY,0.1324697,17.42683
GALAXY,0.1324179,17.42683
GALAXY,0.09121236,16.57015
GALAXY,0.1818732,17.4854
GALAXY,0.1276943,17.34181
GALAXY,0.1276614,17.34181
GALAXY,0.4492855,19.00785
GALAXY,0.1699937,17.37651
GALAXY,0.1430917,16.87457
GALAXY,0.171201,17.01366
GALAXY,0.1710993,17.01366
GALAXY,0.01072854,13.2338
GALAXY,0.171915,17.19338
GALAXY,0.01025157,17.27292
GALAXY,0.1727434,18.20305
GALAXY,0.08185004,17.43427
GALAXY,0.01024314,17.27292
GALAXY,0.1673883,17.34457
GALAXY,0.08183572,17.43427
GALAXY,0.38959,18.51536
GALAXY,0.08843913,16.34244
GALAXY,0.171809,17.19338
GALAXY,0.01072071,13.2338
GALAXY,0.08847329,16.34244
QSO,0.7426503,
GALAXY,0.1700611,17.37651
GALAXY,0.1427575,16.85669
GALAXY,0.1704004,17.72046
GALAXY,0.142096,16.85221
GALAXY,0.07979219,17.88491
GALAXY,0.04727445,17.09116
GALAXY,0.389549,18.51536
GALAXY,0.1704993,17.72046
GALAXY,0.1410364,17.68163
GALAXY,0.7686006,
GALAXY,0.06820343,17.52588
GALAXY,0.1727513,18.20305
GALAXY,0.1430769,16.87457
GALAXY,0.1673911,17.34457
GALAXY,0.1725812,17.69783
GALAXY,0.142752,16.85669
GALAXY,0.07976725,17.88491
GALAXY,0.1420188,16.85221
GALAXY,0.1411047,17.68163
GALAXY,0.1726072,17.69783
QSO,1.041403,18.34727
GALAXY,0.1459507,17.43961
GALAXY,0.469558,19.27275
GALAXY,0.146301,17.51786
GALAXY,0.3478979,18.21063
QSO,1.651244,
GALAXY,0.2225709,17.33634
QSO,1.040864,18.34727
QSO,2.080615,17.55538
GALAXY,0.2225808,17.33634
GALAXY,0.08959509,17.19909
GALAXY,0.005510338,
GALAXY,0.09006498,17.69807
GALAXY,0.08958869,17.19909
GALAXY,0.005560838,16.85917
QSO,2.358641,20.43301
GALAXY,0.005504036,
QSO,2.080878,17.55538
GALAXY,0.1398852,17.12132
GALAXY,0.1399146,17.12132
GALAXY,0.005559985,16.85917
QSO,0.9901075,22.0963
QSO,1.686565,18.52688
GALAXY,0.04898871,17.13717
GALAXY,0.1463122,17.51786
QSO,1.687075,18.52688
GALAXY,0.1466929,17.34546
QSO,2.358772,20.43301
GALAXY,0.04821055,15.83403
GALAXY,0.1467439,17.34546
GALAXY,0.3478794,18.21063
GALAXY,0.04893604,17.13717
GALAXY,0.4692031,19.27275
GALAXY,0.1459582,17.43961
GALAXY,0.04821137,15.83403
GALAXY,0.09006014,17.69807
GALAXY,0.1439645,17.67834
GALAXY,0.1406925,16.93402
GALAXY,0.2310462,16.95862
GALAXY,0.04972621,16.49106
GALAXY,0.02356832,16.97838
GALAXY,0.08233444,17.63766
GALAXY,0.2322086,17.35863
GALAXY,0.07954304,16.85401
GALAXY,0.08881592,17.13789
QSO,1.837308,19.18788
GALAXY,0.1406648,16.93402
GALAXY,0.1182681,16.98705
GALAXY,0.118198,16.95449
GALAXY,0.1181914,16.95449
GALAXY,0.04973803,16.49106
GALAXY,0.04823718,13.54921
GALAXY,0.1026862,18.1601
GALAXY,0.08192886,16.73285
GALAXY,0.0895588,16.81068
GALAXY,0.2309709,16.95862
GALAXY,0.02345727,15.03961
GALAXY,0.08227362,16.22291
GALAXY,0.04824489,13.54921
GALAXY,0.02343134,15.03961
GALAXY,0.08233529,17.63766
GALAXY,0.02626734,15.92251
GALAXY,0.07956932,16.85401
GALAXY,0.1026684,18.1601
GALAXY,0.08869742,17.13789
QSO,1.837153,19.18788
GALAXY,0.1439755,17.67834
GALAXY,0.0721865,17.74892
GALAXY,0.2321938,17.35863
GALAXY,0.1182611,16.98705
GALAXY,0.07224718,17.74892
GALAXY,0.08194227,16.73285
GALAXY,0.08957271,16.81068
GALAXY,0.08224195,16.22291
QSO,1.034015,
GALAXY,0.02625359,15.92251
GALAXY,0.1407557,17.11346
GALAXY,0.1177826,16.74015
GALAXY,0.1446297,17.28233
GALAXY,0.1446388,17.28233
GALAXY,0.08268636,17.36887
GALAXY,0.128533,17.64813
GALAXY,0.1173168,17.65428
GALAXY,0.04795963,14.51224
GALAXY,0.04714447,17.29452
GALAXY,0.1173425,17.65428
GALAXY,0.1286487,17.64813
GALAXY,0.04714627,17.29452
GALAXY,0.08921527,16.9335
GALAXY,0.0805637,16.5586
GALAXY,0.08261065,17.36887
GALAXY,0.08057621,16.5586
GALAXY,0.1407891,17.11346
GALAXY,0.008742236,12.81829
GALAXY,0.1079898,16.50808
GALAXY,0.04815118,17.07281
QSO,1.01118,
GALAXY,0.1177546,16.74015
GALAXY,0.008738992,12.81829
GALAXY,0.04796037,14.51224
GALAXY,0.04843978,15.82683
GALAXY,0.1079812,16.50808
GALAXY,0.04814987,17.07281
GALAXY,0.04810129,17.44837
GALAXY,0.08951516,16.73043
GALAXY,0.04841816,15.82683
GALAXY,0.04978146,16.6676
GALAXY,0.5422144,
GALAXY,0.04811247,17.44837
GALAXY,0.08219299,17.02823
GALAXY,0.08921044,16.9335
GALAXY,0.04977833,16.6676
GALAXY,0.08219066,17.02823
GALAXY,0.0895269,16.73043
QSO,0.2326377,18.83936
GALAXY,0.08169731,16.78901
GALAXY,0.07944629,17.46142
QSO,0.2326901,18.83936
GALAXY,0.1688686,17.68263
GALAXY,0.1689866,17.68263
GALAXY,0.0839401,17.47455
GALAXY,0.03764635,
GALAXY,0.1718047,17.40868
GALAXY,0.1718606,17.40868
GALAXY,0.0839262,17.47455
GALAXY,0.3875833,19.11916
GALAXY,0.0719668,16.11096
GALAXY,0.3884095,19.40626
GALAXY,0.3880034,19.11916
GALAXY,0.3926375,19.35535
GALAXY,0.3965728,19.37452
GALAXY,0.1341262,16.98872
GALAXY,0.07011546,16.04721
GALAXY,0.08330234,17.57812
GALAXY,0.07977978,16.80863
GALAXY,0.07978962,16.80863
GALAXY,0.1676481,17.17962
GALAXY,0.07013074,16.04721
GALAXY,0.08326093,17.57812
GALAXY,0.0817673,16.78901
GALAXY,0.0475952,16.88751
GALAXY,0.396455,19.37452
GALAXY,0.1341031,16.98872
GALAXY,0.04762306,16.88751
GALAXY,0.07950114,17.46142
GALAXY,0.1675473,17.17962
GALAXY,0.3888103,19.40626
GALAXY,0.0720147,16.11096
GALAXY,0.3923797,19.35535
GALAXY,0.04689682,16.854
GALAXY,0.04782485,16.89868
GALAXY,0.1440979,17.02491
GALAXY,0.1440447,17.02491
GALAXY,0.04687583,16.854
GALAXY,0.1478685,17.41417
QSO,2.666194,
GALAXY,0.04726831,17.09116
GALAXY,0.04852929,16.43357
GALAXY,0.1437143,17.43323
GALAXY,0.008607156,
GALAXY,0.04725308,14.01649
GALAXY,0.04726552,14.01649
GALAXY,0.1478117,17.41417
QSO,2.047499,19.01551
QSO,2.047277,19.01551
GALAXY,0.0473563,15.67734
GALAXY,0.008592833,
GALAXY,0.2578351,17.86282
GALAXY,0.257829,17.86282
GALAXY,0.04733612,15.67734
GALAXY,0.1082535,16.9142
GALAXY,0.005102077,16.51275
GALAXY,0.143639,17.43323
GALAXY,0.08244161,16.57223
GALAXY,0.04815024,14.4915
GALAXY,0.3798722,
GALAXY,0.04814555,14.4915
GALAXY,0.04851788,16.43357
GALAXY,0.005104115,16.51275
GALAXY,0.1081871,16.9142
GALAXY,0.08241696,16.57223
GALAXY,0.04782451,16.89868
GALAXY,0.02376129,15.25054
GALAXY,0.4702009,19.52864
GALAXY,0.000519771,18.53675
GALAXY,0.0005634727,18.53675
GALAXY,0.3858373,19.58334
QSO,3.869271,20.22205
GALAXY,0.07183648,16.19964
GALAXY,0.05746298,
GALAXY,0.1342553,17.6655
GALAXY,0.3856744,19.58334
GALAXY,0.02375486,15.25054
GALAXY,0.07154333,15.6797
GALAXY,0.07019915,16.46059
GALAXY,0.327154,17.84849
GALAXY,0.07157665,15.6797
GALAXY,0.08938172,17.16704
GALAXY,0.3272496,17.84849
GALAXY,0.07025591,16.46059
GALAXY,0.003934276,17.70711
GALAXY,0.07221603,16.62927
GALAXY,0.10073,16.49145
QSO,3.937688,20.22205
GALAXY,0.2350735,17.77488
GALAXY,0.003919408,17.70711
GALAXY,0.1920303,17.71237
GALAXY,0.2350719,17.77488
GALAXY,0.1676797,17.55271
GALAXY,0.01129932,15.74458
GALAXY,0.1341907,17.6655
GALAXY,0.1675885,17.55271
GALAXY,0.07184216,16.19964
GALAXY,0.6687112,
GALAXY,0.01130375,15.74458
GALAXY,0.1920107,17.71237
GALAXY,0.07219484,16.62927
GALAXY,0.08929822,17.16704
GALAXY,0.4698269,19.52864
GALAXY,0.1007091,16.49145
QSO,1.09198,
GALAXY,0.1041989,
GALAXY,0.342417,18.71691
GALAXY,0.3424855,18.71691
GALAXY,0.01605873,16.71723
GALAXY,0.01256517,16.09295
GALAXY,0.1700943,16.79855
GALAXY,0.4585493,19.40198
GALAXY,0.1691354,17.39958
GALAXY,0.1686567,16.80646
GALAXY,0.07936507,17.18202
GALAXY,0.1701632,17.20274
GALAXY,0.01255981,16.09295
GALAXY,0.1695091,17.22337
GALAXY,0.1695858,17.22337
GALAXY,0.3581505,18.81362
GALAXY,0.07935635,17.18202
GALAXY,0.06374189,17.5689
GALAXY,0.3562158,18.66653
GALAXY,0.1703213,17.20274
GALAXY,0.1395991,17.63242
GALAXY,0.06402466,17.51197
GALAXY,0.06371987,17.5689
GALAXY,0.4581808,19.40198
GALAXY,0.1700471,16.79855
GALAXY,0.1396039,17.63242
GALAXY,0.06401417,17.51197
GALAXY,0.3579386,18.81362
GALAXY,0.04743054,17.06754
GALAXY,0.3562966,18.66653
GALAXY,0.1691405,17.39958
GALAXY,0.04741164,17.06754
GALAXY,0.01606555,16.71723
GALAXY,0.168584,16.80646
QSO,5.887108,
GALAXY,0.1094054,17.66074
GALAXY,0.1399861,17.54522
GALAXY,0.1399085,17.54522
QSO,0.208057,19.23272
GALAXY,0.4341841,18.62991
QSO,1.055619,18.83826
GALAXY,0.005298289,21.28144
GALAXY,0.07606085,16.85352
QSO,1.452305,19.6356
GALAXY,0.1882568,17.28588
QSO,0.2079896,19.23272
QSO,0.8198305,18.12378
GALAXY,0.4842507,19.41782
GALAXY,0.4339001,18.62991
QSO,0.8194972,18.12378
GALAXY,0.2361126,17.49152
GALAXY,0.3643312,18.92729
GALAXY,0.1704433,16.96605
GALAXY,0.2313099,17.7691
GALAXY,0.1094371,17.66074
GALAXY,0.04837527,15.2379
GALAXY,0.3309998,18.22426
GALAXY,0.4307306,18.6031
GALAXY,0.4844046,19.41782
GALAXY,0.2361294,17.49152
QSO,1.453431,19.6356
GALAXY,0.1882916,17.28588
GALAXY,0.005315684,21.28144
QSO,1.055812,18.83826
GALAXY,0.2312958,17.7691
QSO,1.137449,
GALAXY,0.4303942,18.6031
GALAXY,0.3306948,18.22426
GALAXY,0.04833366,15.2379
GALAXY,0.07608227,16.85352
GALAXY,0.3641572,18.92729
GALAXY,0.1704056,16.96605
GALAXY,0.1363766,17.23515
GALAXY,0.2480619,17.42887
GALAXY,0.1084518,17.39589
GALAXY,0.1707532,17.505
GALAXY,0.2480861,17.42887
GALAXY,0.136357,17.23515
GALAXY,0.08499128,17.21795
GALAXY,0.08500049,17.21795
GALAXY,0.07657577,16.89858
GALAXY,0.2222881,17.69643
GALAXY,0.1088188,16.65371
GALAXY,0.1383147,17.37901
GALAXY,0.1400705,17.06661
GALAXY,0.1384502,17.09494
GALAXY,0.1390123,16.62998
GALAXY,0.07649297,16.89858
GALAXY,0.1507021,16.8657
GALAXY,0.0721513,15.99721
GALAXY,0.1707106,17.505
GALAXY,0.1895645,
GALAXY,0.138521,17.09494
GALAXY,0.2223118,17.69643
GALAXY,0.1506453,16.8657
GALAXY,0.1324348,
GALAXY,0.1088744,16.65371
GALAXY,0.1389722,16.62998
GALAXY,0.07213411,15.99721
GALAXY,0.1383053,17.37901
GALAXY,0.1896005,
GALAXY,0.1401036,17.06661
GALAXY,0.132446,
GALAXY,0.1084554,17.39589
GALAXY,0.006213259,12.39259
GALAXY,0.1710199,17.28309
GALAXY,0.08235157,15.6538
GALAXY,0.006215455,12.39259
GALAXY,0.08184823,15.79765
GALAXY,0.07120602,17.56805
GALAXY,0.04572232,17.15034
GALAXY,0.08176454,15.79765
GALAXY,0.1449561,17.51579
GALAXY,0.05310285,21.12386
GALAXY,0.07960442,17.22307
GALAXY,0.07118039,17.56805
GALAXY,0.04572722,17.15034
GALAXY,0.01595755,15.61196
GALAXY,0.08143457,15.46082
GALAXY,0.07959062,17.22307
GALAXY,0.3372442,18.45873
GALAXY,0.0824079,15.6538
QSO,1.58475,18.90055
GALAXY,0.01594249,15.61196
GALAXY,0.1452266,17.41422
GALAXY,0.1451811,17.41422
GALAXY,0.146873,16.79546
QSO,1.584185,18.90055
GALAXY,0.337171,18.45873
QSO,6.839257,21.12386
GALAXY,0.1450959,17.51579
GALAXY,0.1710198,17.28309
GALAXY,0.1468595,16.79546
GALAXY,0.08139496,15.46082
GALAXY,0.1477115,17.32489
GALAXY,0.1476771,17.32489
GALAXY,0.04659154,17.43044
GALAXY,0.01695743,13.86647
QSO,0.9583554,
QSO,1.861465,
QSO,1.875556,
GALAXY,0.1174804,17.17048
GALAXY,0.1077202,16.76008
GALAXY,0.04601857,17.16532
GALAXY,0.117502,17.17048
GALAXY,0.1177181,17.3254
GALAXY,0.04599825,17.16532
GALAXY,0.08963352,17.53714
GALAXY,0.08960801,17.53714
GALAXY,0.07963566,17.3479
GALAXY,0.1316152,17.17713
GALAXY,0.01694742,13.86647
GALAXY,0.1316291,17.17713
GALAXY,0.07961131,17.3479
GALAXY,0.4244278,18.6966
GALAXY,0.1176995,17.3254
GALAXY,0.09017936,16.80832
GALAXY,0.0711285,17.63288
GALAXY,0.1077353,16.76008
QSO,1.04044,18.87866
GALAXY,0.08999824,17.59944
QSO,1.359668,17.54165
GALAXY,0.07111648,17.63288
GALAXY,0.08998345,17.59944
QSO,1.042139,18.87866
GALAXY,0.150271,17.46019
GALAXY,0.1503098,17.46019
QSO,1.360165,17.54165
GALAXY,0.09018697,16.80832
GALAXY,0.04665362,17.43044
GALAXY,0.4243904,18.6966
GALAXY,0.08985805,17.0158
GALAXY,0.08001694,16.35034
GALAXY,0.1653608,17.22432
GALAXY,0.08953864,17.04267
QSO,0.09888437,
GALAXY,0.04617695,16.73693
GALAXY,0.476087,19.12555
GALAXY,0.02290753,14.83815
GALAXY,0.145026,17.63853
GALAXY,0.08122219,17.00831
GALAXY,0.1494813,17.67099
GALAXY,0.1450293,17.63853
GALAXY,0.1384911,16.55282
GALAXY,0.02291869,14.83815
GALAXY,0.4759561,19.12555
GALAXY,0.04614909,16.73693
GALAXY,0.1457459,17.34281
GALAXY,0.1494692,17.67099
GALAXY,0.02312812,16.57947
GALAXY,0.08950915,17.04267
GALAXY,0.1654364,17.22432
GALAXY,0.0899766,16.69911
GALAXY,0.09032393,17.66302
GALAXY,0.02312665,16.57947
GALAXY,0.08997176,16.69911
GALAXY,0.08999295,17.03834
GALAXY,0.0799729,16.35034
GALAXY,0.08986734,17.0158
GALAXY,0.1385693,16.55282
GALAXY,0.08996002,17.03834
GALAXY,0.1457174,17.34281
GALAXY,0.5175838,
GALAXY,0.09031936,17.66302
GALAXY,0.07321198,17.2762
GALAXY,0.07312281,17.2762
GALAXY,0.081215,17.00831
GALAXY,0.5116894,19.54673
GALAXY,0.5112719,19.54673
GALAXY,0.1445261,17.54004
QSO,1.215459,17.10607
QSO,2.155962,19.04934
GALAXY,0.04634066,16.90774
GALAXY,0.4678268,19.55621
GALAXY,0.2515521,17.75985
GALAXY,0.3321981,18.5075
GALAXY,0.2516493,17.75985
GALAXY,0.08874074,17.45226
QSO,2.610591,20.41083
GALAXY,0.1444491,17.54004
GALAXY,0.08874385,17.45226
QSO,6.8894,
GALAXY,0.1176837,17.66956
GALAXY,0.04635184,16.90774
GALAXY,0.3915923,18.75751
GALAXY,0.1084229,17.51822
GALAXY,0.1084177,17.51822
GALAXY,0.3552483,18.90022
GALAXY,0.3322189,18.5075
GALAXY,0.4156834,18.9668
GALAXY,0.4159579,18.9668
GALAXY,0.1175001,16.51516
GALAXY,0.4672676,19.55621
GALAXY,0.07972383,16.13758
QSO,2.156713,19.04934
QSO,1.215109,17.10607
GALAXY,0.07969137,16.13758
GALAXY,0.1175129,16.51516
GALAXY,0.5003269,
QSO,2.60994,20.41083
GALAXY,0.1451766,17.02559
GALAXY,0.1450682,17.02559
GALAXY,0.3554264,18.90022
GALAXY,0.3917831,18.75751
GALAXY,0.1177062,17.66956
GALAXY,0.08152393,17.02588
GALAXY,0.0032404,16.73226
GALAXY,0.07938747,15.04936
GALAXY,0.07139998,17.75526
GALAXY,0.08112673,17.16793
QSO,0.4746457,19.65376
GALAXY,0.1076201,16.93222
GALAXY,0.342841,18.45478
GALAXY,0.3591765,18.62009
GALAXY,0.1963722,17.70157
GALAXY,0.08189015,16.60045
QSO,1.202419,
GALAXY,0.08235584,16.63122
GALAXY,0.1075361,16.93222
GALAXY,0.0803561,16.81107
GALAXY,0.07935874,15.04936
GALAXY,0.04604505,16.19912
GALAXY,0.19741,17.17495
GALAXY,0.01247786,16.45264
QSO,0.7211002,18.67274
GALAXY,0.1974725,17.17495
GALAXY,0.08152342,17.02588
GALAXY,0.003243841,16.73226
GALAXY,0.08191594,16.60045
GALAXY,0.3427035,18.45478
GALAXY,0.08114469,17.16793
QSO,0.7202989,18.67274
GALAXY,0.07932624,17.11067
GALAXY,0.08337924,16.17897
GALAXY,0.3591574,18.62009
GALAXY,0.1964633,17.70157
GALAXY,0.01248332,16.45264
QSO,0.4745505,19.65376
GALAXY,0.08338249,16.17897
GALAXY,0.07931327,17.11067
GALAXY,0.04604678,16.19912
GALAXY,0.08961171,17.37346
GALAXY,0.08960216,17.37346
GALAXY,0.080262,16.81107
GALAXY,0.07977258,15.69054
GALAXY,0.07978493,15.69054
GALAXY,0.0805009,16.2199
GALAXY,0.08269223,16.6472
GALAXY,0.1078027,17.36151
GALAXY,0.07965618,16.8045
GALAXY,0.0804773,15.37503
GALAXY,0.07933884,17.49884
GALAXY,0.08800685,17.06399
GALAXY,0.1450267,17.01283
GALAXY,0.08049679,16.2199
GALAXY,0.08269811,16.6472
GALAXY,0.08802884,17.06399
GALAXY,0.09078665,17.67961
GALAXY,0.09081563,17.67961
QSO,2.033208,
GALAXY,0.08089525,16.24194
GALAXY,0.07936059,17.49884
GALAXY,0.07994897,16.2433
GALAXY,0.08019801,17.01157
GALAXY,0.07966346,16.8045
GALAXY,0.07991471,16.2433
GALAXY,0.07120692,16.26907
GALAXY,0.07124076,16.26907
GALAXY,0.1077584,17.36151
QSO,0.6540405,17.12895
GALAXY,0.08019925,17.01157
GALAXY,0.07091571,16.45729
GALAXY,0.1631552,
GALAXY,0.1450329,17.01283
GALAXY,0.08823928,17.43653
GALAXY,0.0881734,17.43653
GALAXY,0.08093785,16.24194
GALAXY,0.07138182,17.75526
GALAXY,0.08967482,17.18276
GALAXY,0.3862061,19.15198
GALAXY,0.08279346,16.6995
QSO,1.511581,17.50566
GALAXY,0.138157,16.94418
QSO,0.7862635,17.96359
GALAXY,0.08360992,16.78728
GALAXY,0.08852093,16.65654
GALAXY,0.3861134,19.27101
GALAXY,0.3610954,18.65796
GALAXY,0.138513,17.52481
GALAXY,0.1382192,16.94418
GALAXY,0.6499028,
QSO,0.09007054,16.08664
GALAXY,0.386853,19.15198
QSO,0.08976289,17.2541
GALAXY,0.08930276,17.36669
GALAXY,0.3611025,18.65796
GALAXY,0.3603004,18.56249
GALAXY,0.23157,17.57569
GALAXY,0.1384433,17.52481
