#Table1
class,z,dered_r
GALAXY,0.1670169,17.55709
GALAXY,0.3410902,18.31952
QSO,0.6416804,18.87227
QSO,0.2168547,
GALAXY,0.3097278,18.08241
GALAXY,0.3234811,18.40016
GALAXY,0.1789899,16.99024
GALAXY,0.17315,16.96511
GALAXY,0.04202126,16.05686
QSO,1.11762,19.12318
GALAXY,0.1033797,16.79868
GALAXY,0.2016939,17.20241
GALAXY,0.0486598,17.74325
GALAXY,0.1036219,17.0013
QSO,0.9629504,18.71818
GALAXY,0.1481513,17.73747
GALAXY,0.02416631,17.64875
GALAXY,0.159403,17.59081
GALAXY,0.1258197,17.29254
GALAXY,0.4211919,
GALAXY,0.1562914,17.68488
GALAXY,0.1601948,16.48535
GALAXY,0.1588641,16.55392
GALAXY,0.1605184,17.48699
GALAXY,0.1485064,16.64156
GALAXY,0.4743888,19.48963
GALAXY,0.3003874,18.11498
GALAXY,0,
QSO,2.331798,18.67853
GALAXY,0.2995194,18.36432
GALAXY,0.1485997,17.55604
GALAXY,0.287271,17.50663
GALAXY,0.1262473,17.15273
GALAXY,0.1695888,17.65445
QSO,2.241405,19.34243
GALAXY,0.358671,19.02344
GALAXY,0.9881191,
GALAXY,0.4043365,19.06983
GALAXY,0.03027185,16.95334
GALAXY,0.4015424,18.82242
GALAXY,0.1234058,17.36104
GALAXY,0.2947266,17.20105
GALAXY,0.2097146,17.33448
GALAXY,0.4030601,18.2711
GALAXY,0.2942025,18.37732
GALAXY,0.07299951,17.24619
GALAXY,0.4035545,18.67076
GALAXY,0.495036,19.3898
GALAXY,0.1484259,17.28288
GALAXY,0.1224575,17.66705
GALAXY,0.1573431,17.40661
GALAXY,0.1586935,17.27383
GALAXY,0.1703178,17.53686
GALAXY,0.1252175,17.4524
GALAXY,0.1568029,17.33122
GALAXY,0.172463,16.96612
GALAXY,0.07338843,15.86584
GALAXY,0.03024547,17.64792
GALAXY,0.1075499,16.41488
QSO,0.1729049,17.13308
GALAXY,0.1157544,17.04618
GALAXY,0.365209,18.7564
GALAXY,0.4015298,18.53469
GALAXY,0.1567947,16.75992
QSO,1.062376,18.70323
QSO,0.3407581,
QSO,1.71364,20.2716
GALAXY,0.1124102,16.70159
GALAXY,0.1111244,16.01105
GALAXY,0.1040906,16.85058
GALAXY,0.1141984,17.49485
GALAXY,0.1484073,17.5135
GALAXY,0.1133305,17.55173
GALAXY,0.5025708,19.70077
GALAXY,0.4590597,19.06899
GALAXY,0.1115474,16.802
GALAXY,0.07415359,17.62695
QSO,1.941538,18.86596
QSO,2.224993,19.56751
GALAXY,0.07430882,17.38095
GALAXY,0.07447392,16.81777
GALAXY,0.1856328,17.54402
GALAXY,0.062959,16.85569
GALAXY,0.1166424,17.62497
GALAXY,0.1732009,16.39078
GALAXY,0.1572843,16.91207
GALAXY,0.2757431,18.23409
GALAXY,0.03349871,17.02953
QSO,0.2931593,19.39205
GALAXY,0.2474487,18.85394
QSO,2.454515,20.09393
GALAXY,0.258769,17.79947
GALAXY,0.1683674,17.39549
GALAXY,0.1493688,17.69025
GALAXY,0.1707095,17.37225
GALAXY,0.1029884,17.60541
GALAXY,0.03239414,
GALAXY,0.4060988,18.26948
GALAXY,0.1072172,16.87399
GALAXY,0.1564788,16.95132
GALAXY,0.1488415,16.80994
GALAXY,0.2364461,17.52355
GALAXY,0.07993019,15.96233
QSO,1.491965,18.97031
GALAXY,0.02657746,14.93104
GALAXY,0.2375808,17.21276
GALAXY,0.2353144,17.50377
GALAXY,0.03984521,18.38251
GALAXY,0.07774862,16.12441
GALAXY,0.08905542,17.05008
QSO,1.631191,18.46516
GALAXY,0.07731084,16.39461
GALAXY,0.0734097,17.59865
GALAXY,0.02386893,14.56676
QSO,1.287479,18.88907
GALAXY,0.07709728,16.93985
GALAXY,0.1073691,17.31791
GALAXY,0.2374331,17.61477
GALAXY,0.1148574,17.16695
GALAXY,0.2471918,17.46194
QSO,4.863235,
GALAXY,0.116973,15.97671
GALAXY,0.1578586,16.38103
GALAXY,0.1584591,16.84897
GALAXY,0.462294,19.10119
GALAXY,0.4572337,19.28282
GALAXY,0.158365,17.24608
GALAXY,0.10305,17.16723
GALAXY,0.6265553,19.83393
GALAXY,0.1560981,17.11173
GALAXY,0.2627364,17.75815
GALAXY,0.033012,16.74184
GALAXY,0.06210804,17.50196
GALAXY,0.2377881,17.64467
GALAXY,0.2415114,17.27148
GALAXY,0.07739893,16.34286
GALAXY,0.1327349,16.43363
GALAXY,0.13291,17.01065
GALAXY,0.07768975,16.93914
GALAXY,0.3160204,18.21436
GALAXY,0.07755381,17.76432
GALAXY,0.3081229,17.74995
GALAXY,0.1593355,17.62644
GALAXY,0.2360714,17.76189
GALAXY,0.1382398,17.41633
QSO,4.270915,18.93868
GALAXY,0.08331353,16.93989
GALAXY,0.1328092,17.55597
GALAXY,0.02264536,15.17457
GALAXY,0.3654487,18.97522
GALAXY,0.1118275,16.45502
QSO,1.223197,18.67455
GALAXY,0.2583492,17.29794
GALAXY,0.1130211,17.37918
GALAXY,0.111883,17.76843
GALAXY,0.333686,18.77596
QSO,1.921529,
GALAXY,0.1122227,17.21321
QSO,2.07905,19.09926
GALAXY,0.1574495,16.80151
QSO,1.974752,17.71835
GALAXY,0.1124989,17.21169
GALAXY,0.1082719,16.54443
GALAXY,0.0796483,17.26219
GALAXY,0.486404,19.62396
GALAXY,0.07865886,16.23931
GALAXY,0.2665091,17.65738
GALAXY,0.07935864,16.091
QSO,0.9577149,
GALAXY,0.1566602,17.21389
GALAXY,0.1082488,17.72072
QSO,1.921265,19.76574
QSO,2.005079,20.13079
GALAXY,0.1100008,17.31712
GALAXY,0.09609642,16.25949
QSO,2.391148,19.24834
GALAXY,0.3026921,18.66049
GALAXY,0.02399185,17.45551
GALAXY,0.0804273,16.45213
GALAXY,0.1181462,17.57154
QSO,1.405104,18.92437
GALAXY,0.07845786,17.14837
GALAXY,0.1100933,17.76698
GALAXY,0.1159472,17.44891
GALAXY,0.1579179,17.64622
GALAXY,0.3849825,19.28243
GALAXY,0.3051564,18.33434
GALAXY,0.3845637,19.35451
QSO,0.8672416,19.83922
GALAXY,0.1566594,17.25481
QSO,4.173254,19.53481
GALAXY,0.1189823,17.25764
GALAXY,0.1110577,17.32756
GALAXY,0.1200575,16.59596
GALAXY,0.1094728,16.70392
GALAXY,0.1132979,17.32451
GALAXY,0.3775165,20.21874
GALAXY,0.1100092,17.62777
GALAXY,0.1081646,16.36217
GALAXY,0.1014673,16.78606
GALAXY,0.1623819,17.42666
GALAXY,0.1194893,17.41162
GALAXY,0.1166661,17.40498
GALAXY,0.1560895,17.11572
QSO,4.9897,
GALAXY,0.10234,16.52945
GALAXY,0.1167559,17.17365
QSO,1.014519,18.82845
GALAXY,0.3464522,18.2763
GALAXY,0.1128319,17.31889
GALAXY,0.1129216,16.63397
GALAXY,0.1558763,17.31549
GALAXY,0.1098189,16.7562
GALAXY,0.4112437,18.96855
GALAXY,0.1108766,16.36237
QSO,0.2844649,18.41331
GALAXY,0.1103444,16.92708
GALAXY,0.9987426,
GALAXY,0.1084327,17.17195
GALAXY,0.0229938,15.43444
GALAXY,0.02322227,15.04162
GALAXY,0.1086049,17.50653
QSO,1.821268,20.3383
GALAXY,0.2717213,18.01726
GALAXY,0.1100293,16.64207
GALAXY,0.03096369,16.13667
GALAXY,0.1115091,17.64864
GALAXY,0.1103187,16.65059
QSO,0.9141566,19.02145
GALAXY,0.02983111,16.62875
GALAXY,0.1341318,17.48261
GALAXY,0.154895,17.45594
GALAXY,0.1097622,16.87417
GALAXY,0.1180006,16.39454
GALAXY,0.3997699,18.83838
GALAXY,0.4851981,19.81564
QSO,0.2012983,20.90618
GALAXY,0.1178556,16.05746
GALAXY,0.07883865,15.60271
GALAXY,0.1098043,17.33484
GALAXY,0.1181428,17.3012
GALAXY,0.1576771,16.91681
GALAXY,0.09578133,19.09616
GALAXY,0.02306678,17.31013
GALAXY,0.008045804,15.62923
QSO,0.9479639,18.9103
GALAXY,0.1536112,17.55648
GALAXY,0.07950422,15.65226
GALAXY,0.1521768,16.58749
GALAXY,0.1097793,16.19364
GALAXY,0.1640539,17.07788
GALAXY,0.1514899,17.05652
GALAXY,0.07795499,18.85506
GALAXY,0.1707441,17.36164
GALAXY,0.1533793,16.85418
QSO,0.4878941,20.29165
GALAXY,0.1068005,17.41834
GALAXY,0.10937,17.50583
GALAXY,0.1550457,17.94163
GALAXY,0.5901015,
GALAXY,0.3032025,18.25129
GALAXY,0.1639632,17.51833
GALAXY,0.07819558,15.61584
GALAXY,0.07785663,16.61778
GALAXY,0.1182587,17.27417
GALAXY,0.2723067,18.62081
GALAXY,0.1515615,17.5573
QSO,1.640698,20.18136
GALAXY,0.02318845,14.34975
GALAXY,0.007515972,18.60956
GALAXY,0.02286855,17.21216
GALAXY,0.07819322,17.53628
QSO,2.880309,19.91452
GALAXY,0.4060256,18.61203
GALAXY,0.2630797,17.72188
GALAXY,0.109828,16.53888
QSO,0.3844672,
GALAXY,0.09187676,17.65321
GALAXY,0.07949758,17.56923
GALAXY,0.02326956,16.48413
QSO,0.6981658,20.02824
QSO,1.995659,19.00726
GALAXY,0.1162441,16.66748
GALAXY,0.02255391,17.35252
GALAXY,0.4074734,19.08252
GALAXY,0.1049813,16.95214
GALAXY,0.02185817,17.01795
GALAXY,0.07963099,17.00775
GALAXY,0.02379078,15.95179
GALAXY,0.02137726,15.63043
QSO,1.166725,18.27885
QSO,1.552909,19.62225
QSO,2.205865,19.06109
GALAXY,0.06189644,16.76661
GALAXY,0.02327658,17.34253
GALAXY,0.02308712,14.69029
GALAXY,0.1343168,17.62417
GALAXY,0.4764571,19.07285
GALAXY,0.02298159,16.22913
GALAXY,0.1709276,17.2728
QSO,0.605193,19.91661
GALAXY,0.2656178,17.45597
GALAXY,0.1490574,17.57339
QSO,1.724978,19.24589
GALAXY,0.1496854,17.54987
GALAXY,0.1640405,17.45068
GALAXY,0.0239896,15.85821
GALAXY,0.1068853,15.56487
GALAXY,0.1642566,18.00861
GALAXY,0.1711695,16.81498
GALAXY,0.08118675,16.53001
GALAXY,0,16.76017
GALAXY,0.1065418,16.35337
GALAXY,0.4061504,19.05515
GALAXY,0.1915861,19.80205
GALAXY,0.02308414,17.20731
GALAXY,0.00505075,13.61387
QSO,1.835389,19.27504
QSO,1.699676,18.7135
GALAXY,0.04167232,17.17563
GALAXY,0.1347296,16.65464
QSO,0.7560846,17.0092
GALAXY,0.1915889,17.59061
GALAXY,0.09125175,16.25017
GALAXY,0.07857781,16.45224
GALAXY,0.09066118,17.24882
GALAXY,0.1140674,17.48469
GALAXY,0.04366594,17.17845
GALAXY,0.02241663,17.34483
GALAXY,0.08116315,17.77336
QSO,0.9881693,24.50345
GALAXY,0.08985756,17.53951
QSO,1.845218,18.22889
GALAXY,0.1390039,17.28282
GALAXY,0.04829505,17.43814
GALAXY,0.2334666,17.37361
GALAXY,0.08913726,17.4715
QSO,0.9367619,18.65352
GALAXY,0.1362148,16.8638
GALAXY,0.01482438,16.54376
GALAXY,0.04810444,15.8757
GALAXY,0.4160989,18.72089
GALAXY,0.02400916,15.69126
GALAXY,0.1860399,17.09617
GALAXY,0.2336668,17.55471
QSO,0.08082828,17.45061
QSO,2.414748,19.65898
QSO,2.239408,18.17007
GALAXY,0.3580359,18.51142
GALAXY,0.005696644,
GALAXY,0.1403876,17.42528
GALAXY,0.1705432,17.49604
GALAXY,0.07184371,17.46466
QSO,1.365598,18.61125
GALAXY,0.08123779,16.36953
GALAXY,0.08114978,17.53951
GALAXY,0.4578933,19.71461
QSO,2.890457,20.22226
GALAXY,0.08140511,17.51774
GALAXY,0.06358446,17.12397
GALAXY,0.01588324,15.09038
QSO,1.439024,18.49501
GALAXY,0.248291,17.87354
GALAXY,0.1352276,17.40159
GALAXY,0.1388261,17.63481
GALAXY,0.1353116,15.78107
QSO,1.400813,18.73759
GALAXY,0.08995692,16.09587
GALAXY,0.0637598,16.31354
GALAXY,0.4158667,18.85448
GALAXY,0.07516801,16.56874
GALAXY,0.4022268,18.89556
GALAXY,0.1534322,17.33118
GALAXY,0.07241611,16.05196
QSO,2.157663,19.0567
GALAXY,0.1351384,17.79601
GALAXY,0.1533802,17.33932
GALAXY,0.04824659,15.75101
GALAXY,0.1353512,16.21632
GALAXY,0.2324476,17.8258
GALAXY,0.07550484,16.77669
GALAXY,0.003554552,11.89532
QSO,1.277305,19.07619
GALAXY,0.1512292,16.84149
QSO,0.8753049,18.65619
GALAXY,0.0817141,17.67957
GALAXY,0.1082111,16.98832
GALAXY,0.07214835,17.65422
GALAXY,0.07192245,16.35193
GALAXY,0.07211351,16.77414
GALAXY,0.07230573,16.00593
GALAXY,0.2182958,17.56137
GALAXY,0.2727423,
QSO,1.313576,18.99445
GALAXY,0.3284696,18.64396
GALAXY,0.1394193,17.0777
QSO,1.195779,18.57085
GALAXY,0.07218536,16.93122
GALAXY,0.1402719,17.70928
GALAXY,0.01017225,20.96339
GALAXY,0.1364351,17.59833
GALAXY,0.1366366,17.26998
GALAXY,0.109262,17.4545
GALAXY,0.4459758,18.72084
GALAXY,0.1112337,17.72791
GALAXY,0.1115583,17.36375
GALAXY,0.1868948,17.23058
GALAXY,0.1418289,16.93995
GALAXY,0.1396669,16.82358
GALAXY,0.1857043,17.4672
GALAXY,0.1353457,16.92862
GALAXY,0.1086536,17.72367
GALAXY,0.233996,17.34322
GALAXY,0.1864611,16.80022
GALAXY,0.1415571,16.83509
GALAXY,0.07219684,16.89476
GALAXY,0.2324834,
GALAXY,0.1082595,17.58767
GALAXY,0.1395418,17.36213
GALAXY,0.09077854,17.61896
GALAXY,0.08146943,16.67419
GALAXY,0.1388361,17.48236
QSO,1.695871,18.93951
GALAXY,0.09077724,17.04019
GALAXY,0.02541314,17.20976
GALAXY,0.08495369,17.21795
GALAXY,0.1528564,17.61383
GALAXY,0.07648027,16.89858
GALAXY,0.4437491,19.14166
GALAXY,0.1381202,17.65688
GALAXY,0.1388725,17.24828
GALAXY,0.1512865,17.64063
GALAXY,0.1361383,17.34416
GALAXY,0.1374262,17.5849
GALAXY,0.2045629,18.96663
GALAXY,0.169602,17.17862
GALAXY,0.0718729,16.61621
GALAXY,0.1098806,17.23009
QSO,1.476106,18.57273
GALAXY,0.1441328,17.54807
GALAXY,0.1102633,17.23667
GALAXY,0.1433452,17.78841
GALAXY,0.08081593,15.4839
GALAXY,0.2333403,17.62843
GALAXY,0.1445221,15.45363
GALAXY,0.1439131,17.40061
GALAXY,0.4180883,19.12945
GALAXY,0.0478534,15.93883
GALAXY,0.04847878,16.16822
GALAXY,0.2292247,17.67299
GALAXY,0.3799154,18.95832
GALAXY,0.1429643,17.23977
GALAXY,0.0808229,17.30988
GALAXY,0.08487605,17.24644
GALAXY,0.1371096,17.2072
GALAXY,0.1365145,17.39084
QSO,1.818328,19.52822
QSO,0.4160868,18.71739
GALAXY,0.1376466,17.43811
GALAXY,0.1402729,16.83561
GALAXY,0.1407643,17.37339
GALAXY,0.2236375,18.78406
GALAXY,0.138306,16.73555
GALAXY,0.1091934,17.71728
GALAXY,0.1376595,16.75705
GALAXY,0.2018574,17.3597
GALAXY,0.1340797,17.44226
GALAXY,0.1086955,17.09935
GALAXY,0.5970159,
GALAXY,0.4237141,19.22702
GALAXY,0.1386155,16.84628
QSO,0.2487511,18.4392
GALAXY,0.07243947,17.14078
GALAXY,0.1083745,17.12588
GALAXY,0.329421,18.26241
GALAXY,0.2296457,17.61002
GALAXY,0.06378543,16.17948
GALAXY,0.07245316,17.43497
GALAXY,0.1098502,17.06459
QSO,0.23298,17.1644
QSO,1.69307,19.02211
GALAXY,0.008552541,17.25176
GALAXY,0.1081534,16.14106
GALAXY,0.1356705,16.04894
GALAXY,0.136357,17.51036
GALAXY,0.1092876,17.53843
GALAXY,0.07205983,16.13823
QSO,2.239018,19.02694
GALAXY,0.2326266,17.0916
QSO,1.05711,
QSO,1.951805,19.36557
GALAXY,0.02252786,17.05659
GALAXY,0.09137204,17.3115
GALAXY,0.1858086,16.86036
QSO,1.587697,18.7526
GALAXY,0.09036843,17.28728
GALAXY,0.02313283,15.6893
GALAXY,0.08471337,16.98159
GALAXY,0.02279582,15.36384
GALAXY,0.06397326,17.0946
GALAXY,0.136258,16.91952
GALAXY,0.06377968,17.43631
GALAXY,0.1087401,17.13647
GALAXY,0.1364352,17.86276
GALAXY,0.1063999,17.36695
GALAXY,0.1082914,17.09708
GALAXY,0.1123513,16.37594
GALAXY,0.09138028,17.38506
GALAXY,0.09154467,16.46565
GALAXY,0.4182091,19.15624
GALAXY,0.0801296,17.08197
GALAXY,0.111637,17.07301
GALAXY,0.1754657,17.651
GALAXY,0.248169,17.40784
GALAXY,0.1112277,17.07358
GALAXY,0.1121915,16.31594
GALAXY,0.2057731,17.55251
QSO,1.193279,
GALAXY,0.1076341,17.24783
GALAXY,0.1150533,17.64636
GALAXY,0.1179935,17.74484
GALAXY,0.1102577,16.53053
QSO,1.885146,18.73804
GALAXY,0.134337,16.61663
GALAXY,0.3553489,18.92276
GALAXY,0.1524096,17.75315
GALAXY,0.07263626,16.89609
GALAXY,0.1452082,17.71354
GALAXY,0.08123462,16.37092
GALAXY,0.4138079,19.3637
GALAXY,0.4139488,19.07624
GALAXY,0.07196096,17.53548
GALAXY,0.0234992,16.22346
GALAXY,0.1350589,17.4286
GALAXY,0.07302549,17.29959
GALAXY,0.07229286,16.40894
GALAXY,0.02263155,
GALAXY,0.07244539,16.11284
QSO,1.959605,
GALAXY,0.1456888,17.40355
QSO,5.473864,
GALAXY,0.1365015,17.75209
GALAXY,0.2118661,17.23804
GALAXY,0.07162616,16.45087
GALAXY,0.079855,17.39169
GALAXY,0.04821479,17.44587
GALAXY,0.4108707,19.20673
GALAXY,0.1175458,16.63365
GALAXY,0.1116795,17.14946
GALAXY,0.1106719,17.2519
GALAXY,0.1632845,17.66446
GALAXY,0.07773563,15.69471
GALAXY,0.1097242,17.28814
GALAXY,0.1118357,16.46301
GALAXY,0.2484984,17.77058
QSO,3.796387,20.06861
GALAXY,0.3188031,18.53667
GALAXY,0.07229955,16.04662
GALAXY,0.1102733,17.22365
GALAXY,0.1630721,17.58566
GALAXY,0.1338705,17.17168
GALAXY,0.07899421,16.86788
GALAXY,0.1532741,16.72324
QSO,2.231374,
QSO,0.4709867,17.69893
GALAXY,0.151589,17.32764
GALAXY,0.1124139,16.72887
GALAXY,0.1928235,17.35202
GALAXY,0.02403254,15.85034
GALAXY,0.09066042,16.83501
QSO,1.735441,19.12438
GALAXY,0.1105858,17.188
GALAXY,0.02250151,13.86303
GALAXY,0.1354742,17.16202
GALAXY,0.1140291,17.41975
GALAXY,0.07211719,16.37381
GALAXY,0.07179555,17.49545
GALAXY,0.07196455,16.29574
GALAXY,0.5045421,
GALAXY,0.1107738,17.22407
QSO,0.8974929,20.20171
GALAXY,0.09205253,16.72669
GALAXY,0.1125573,17.0171
GALAXY,0.2034834,17.73031
GALAXY,0.2049624,16.90927
GALAXY,0.09198689,16.31431
GALAXY,0.08321483,17.63587
GALAXY,0.1925981,17.43834
GALAXY,0.2956245,18.20872
GALAXY,0.1113305,17.27642
GALAXY,0.1107222,16.8592
GALAXY,0.1477067,17.42639
GALAXY,0.1938432,17.73676
GALAXY,0.0839024,17.68685
GALAXY,0.1470085,17.23229
GALAXY,0.1960369,17.09077
GALAXY,0.1919595,17.02439
QSO,2.55399,18.29352
GALAXY,0.04380984,15.51879
GALAXY,0.1375011,17.45274
GALAXY,0.08099346,17.60523
GALAXY,0.07952438,17.42711
GALAXY,0.08054838,16.56497
GALAXY,0.6802621,
GALAXY,0.1531762,17.51061
GALAXY,0.03147073,17.64103
GALAXY,0.06064681,17.23205
GALAXY,0.1711598,17.30439
QSO,2.880801,18.26198
GALAXY,0.0940813,17.15133
GALAXY,0.09351015,16.85021
GALAXY,0.07876921,16.56627
GALAXY,0.1710294,17.68714
GALAXY,0.079395,15.83418
QSO,0.4765315,19.09264
GALAXY,0.07887875,16.93408
GALAXY,0.02322375,16.37654
GALAXY,0.1175841,17.58587
GALAXY,0.1639688,17.45068
GALAXY,0.0774665,17.3912
GALAXY,0.04804092,17.79662
GALAXY,0.1142699,16.72595
GALAXY,0.02308306,13.17127
GALAXY,0.0433136,16.12998
GALAXY,0.04419503,15.71326
GALAXY,0.07926976,17.58848
GALAXY,0.08432973,17.43249
GALAXY,0.005192863,
GALAXY,0.08114808,16.53001
GALAXY,0.1345088,16.41719
GALAXY,0.2024067,17.45382
GALAXY,0.1641694,17.07788
GALAXY,0.04150943,16.23746
GALAXY,0.02242503,16.72163
QSO,2.321164,19.20395
GALAXY,0.1355029,17.36713
GALAXY,0.1067592,17.50564
QSO,1.220159,
GALAXY,0.1746222,18.05128
QSO,1.528742,18.6109
GALAXY,0.3637341,19.13737
QSO,1.848642,18.90419
GALAXY,0.007539892,17.70898
GALAXY,0.07227273,16.88329
GALAXY,0.0850558,16.35326
GALAXY,0.09319922,21.40697
GALAXY,0.03120707,15.12808
QSO,3.823085,19.01222
GALAXY,0.1832316,17.12876
QSO,0.9490734,18.95785
GALAXY,0.09332665,15.86401
GALAXY,0.4040819,20.68568
GALAXY,0.1067033,17.60829
GALAXY,0.4767958,19.58191
GALAXY,0.1381549,17.63528
GALAXY,0.09126101,18.17252
GALAXY,0.2032904,16.22289
GALAXY,0.08490559,17.09986
GALAXY,0.4096381,20.04656
GALAXY,0.06917492,17.60252
GALAXY,0.1378386,17.76479
GALAXY,0.1374035,17.45963
GALAXY,0.09184092,16.58679
GALAXY,0.09126364,16.10784
GALAXY,0.2032925,17.69921
QSO,0.2240481,18.70779
QSO,0.2384535,17.7555
GALAXY,0.03140663,17.7689
GALAXY,0.06442959,17.50362
GALAXY,0.09109191,16.70153
GALAXY,0.07542984,16.3013
GALAXY,0.09203969,17.38671
GALAXY,0.1331369,20.27194
GALAXY,0.2054318,17.40712
GALAXY,0.1646386,17.20677
GALAXY,0.07945256,17.87294
GALAXY,0.4962823,19.22249
GALAXY,0.1131851,17.70968
GALAXY,0.4163518,18.49784
GALAXY,0.2677283,17.95073
GALAXY,0.1890405,18.53786
QSO,1.895081,19.32565
GALAXY,0.1334544,17.62184
QSO,2.237419,19.10727
GALAXY,0.1440583,17.63875
GALAXY,0.2041649,17.44052
GALAXY,0.1356852,17.3361
GALAXY,0.1397689,17.20241
GALAXY,0.1323439,17.428
GALAXY,0.1418108,17.36571
GALAXY,0.1388946,17.46527
GALAXY,0.1471279,17.50691
GALAXY,0.0442002,15.59121
GALAXY,0.3953376,19.0089
GALAXY,0.483824,19.50551
GALAXY,0.1356649,17.4037
GALAXY,0.2049258,17.46299
GALAXY,0.0226011,16.48024
GALAXY,0.1380618,17.55208
GALAXY,0.2708198,17.88556
GALAXY,0.02279919,16.30396
GALAXY,0.2048235,17.09647
QSO,4.702271,21.43471
GALAXY,0.1382482,16.91192
GALAXY,0.08034749,16.90034
GALAXY,0.1128127,17.36137
GALAXY,0.07552113,17.16643
GALAXY,0.1351965,17.62863
GALAXY,0.07606616,16.85986
GALAXY,0.07896298,16.6431
GALAXY,0.2414537,17.32431
GALAXY,0.1128304,17.63814
GALAXY,0.2009573,17.11633
GALAXY,0.1458459,16.18755
GALAXY,0.106144,16.86162
GALAXY,0.2037362,17.67918
GALAXY,0.2020299,17.75997
GALAXY,0.1477285,17.32759
GALAXY,0.1062873,17.40034
GALAXY,0.04485524,16.94414
GALAXY,0.4129673,19.23082
GALAXY,0.1106326,17.45958
GALAXY,0.07649778,16.16839
GALAXY,0.1466439,17.02114
GALAXY,0.2026431,17.78605
QSO,2.373869,18.84766
GALAXY,0.09086037,17.13244
GALAXY,0.09093466,17.41414
QSO,2.277194,18.80277
GALAXY,0.07239841,17.30244
GALAXY,0.1472121,17.56453
GALAXY,0.1072157,17.39907
GALAXY,0.07298153,16.91693
GALAXY,0.4228414,19.20451
GALAXY,0.1471742,16.86197
GALAXY,0.3434125,18.70768
QSO,1.215538,18.55795
GALAXY,0.1475208,16.96599
GALAXY,0.1136905,17.27027
QSO,2.15347,20.13694
GALAXY,0.2109814,17.74486
GALAXY,0.1384898,17.3891
QSO,1.57228,18.37377
GALAXY,0.5040943,19.41586
QSO,2.007343,18.79878
QSO,0.5903149,21.07423
GALAXY,0.012473,17.49788
GALAXY,0.3967153,18.91604
GALAXY,0.2245167,17.31272
GALAXY,0.1895325,17.38476
GALAXY,0.114395,16.97938
GALAXY,0.01242487,
GALAXY,0.09075079,16.64931
GALAXY,0.1087538,17.60011
GALAXY,0.09073129,18.61382
GALAXY,0.1085318,17.42592
GALAXY,0.09052185,16.1942
GALAXY,0.1083665,16.8533
GALAXY,0.02280918,14.9854
GALAXY,0.3425276,18.71174
GALAXY,0.04750386,17.10064
GALAXY,0.08147918,16.21522
GALAXY,0.3389705,17.5029
GALAXY,0.1482016,16.16187
GALAXY,0.0224256,17.86425
QSO,2.154684,19.24223
GALAXY,0.1156874,16.8652
GALAXY,0.1554307,17.66082
GALAXY,0.08979167,16.4827
GALAXY,0.1803022,17.05841
QSO,0.5816169,18.87822
GALAXY,0.01251297,13.82659
GALAXY,0.1164155,16.86055
GALAXY,0.1504254,17.56342
GALAXY,0.3357347,18.38382
GALAXY,0.07686786,16.6964
GALAXY,0.2417649,17.36774
QSO,3.27002,18.83988
GALAXY,-0.009716392,
GALAXY,0.1938568,16.95778
QSO,0.6420136,18.5572
GALAXY,0.1656194,17.40342
GALAXY,0.289162,17.85136
GALAXY,0.1467347,17.39262
QSO,2.013666,17.88609
QSO,0.9930691,18.71497
GALAXY,0.177129,16.9299
GALAXY,0.07367369,17.94262
QSO,1.801882,19.60589
GALAXY,0.1952862,17.55601
GALAXY,0.08040059,15.88661
GALAXY,0.2437649,17.73502
GALAXY,0.343715,18.26828
GALAXY,0.02301519,12.98175
GALAXY,0.1086656,17.43838
GALAXY,0.02358647,14.73387
GALAXY,0.117209,16.9209
GALAXY,0.09006542,17.15844
GALAXY,0.2169842,17.54008
GALAXY,0.1163803,17.27556
GALAXY,0.02273661,15.55912
GALAXY,0.07249224,15.55043
GALAXY,0.07200869,16.82409
QSO,6.69071,
GALAXY,0.02355277,16.78884
GALAXY,0.1894281,17.06167
GALAXY,0.0219085,17.78071
GALAXY,0.121482,17.38994
GALAXY,0.2490711,17.57956
GALAXY,0.1157963,17.5534
GALAXY,0.09008594,17.39283
GALAXY,0.004151508,17.29819
GALAXY,0.04244433,17.3778
GALAXY,0.08158755,16.22009
GALAXY,0.02572415,15.71698
QSO,3.142066,18.77671
GALAXY,0.04588205,17.76825
QSO,1.435425,18.87795
GALAXY,0.1645095,17.6987
QSO,0.8037395,19.05728
GALAXY,0.4320191,19.39596
GALAXY,0.3430539,18.59783
GALAXY,0.2041553,17.28258
QSO,0.3156067,
GALAXY,0.08056813,17.12941
GALAXY,0.4308186,19.14544
GALAXY,0.07323159,17.29832
GALAXY,0.149045,
GALAXY,0.3449056,18.78346
GALAXY,0.11698,17.1058
GALAXY,0.09117445,17.45872
QSO,1.831059,
GALAXY,0.1168804,15.4151
GALAXY,0.1176597,17.65515
GALAXY,0.1897818,17.45866
QSO,2.137404,18.90633
GALAXY,0.1464333,17.47607
GALAXY,0.3453287,18.59527
GALAXY,0.02283781,15.1231
GALAXY,0.1166311,17.08379
GALAXY,0.1080073,17.55045
GALAXY,0.1168091,17.56047
GALAXY,0.009966521,17.36557
GALAXY,0.1372681,17.42041
GALAXY,0.2165039,17.11221
GALAXY,0.02561878,16.73952
GALAXY,0.1450569,17.45984
GALAXY,0.04581083,17.3771
GALAXY,0.08102607,17.38881
GALAXY,0.1434694,17.40067
QSO,1.261452,17.49629
GALAXY,0.07334042,15.08922
GALAXY,0.01576504,17.65382
