pl_name,discoverymethod,pl_rade,pl_bmasse
"Kepler-710 b","Transit",2.96100000,
"Kepler-799 b","Transit",9.80100000,
"K2-36 c","Transit",2.80000000,
"Kepler-595 c","Transit",,3.06000000
"Kepler-1653 b","Transit",,
"Kepler-1152 b","Transit",0.91000000,
"HATS-70 b","Transit",,
"HATS-3 b","Transit",15.47962900,340.39593000
"Kepler-529 b","Transit",1.92000000,
"Kepler-611 b","Transit",2.48000000,
"YZ Cet d","Radial Velocity",,1.14000000
"Kepler-834 b","Transit",2.02000000,
"Kepler-538 b","Transit",2.26000000,
"K2-35 c","Transit",2.20000000,
"Kepler-935 b","Transit",,
"Kepler-383 b","Transit",1.39000000,
"Kepler-215 d","Transit",2.45000000,
"Kepler-124 d","Transit",1.75600000,
"KOI-3503 c","Transit",0.80000000,
"K2-105 b","Transit",3.40000000,15.40000000
"Kepler-11 c","Transit",,4.60340000
"Kepler-1355 b","Transit",1.38000000,
"Kepler-201 b","Transit",2.68000000,
"WASP-2 b","Transit",12.52000000,290.48400000
"Kepler-250 d","Transit",2.23000000,
"Kepler-100 d","Transit",1.50000000,
"Kepler-1228 b","Transit",1.54000000,
"Kepler-15 b","Transit",,
"Kepler-1062 b","Transit",,
"EPIC 211822797 b","Transit",2.18000000,
"KELT-3 b","Transit",15.07600000,469.41500000
"Kepler-416 d","Transit",1.68000000,
"Kepler-33 e","Transit",3.66000000,
"Kepler-1915 b","Transit",3.15000000,
"Kepler-774 b","Transit",,
"Kepler-411 c","Transit",3.76000000,
"Kepler-981 b","Transit",,
"Kepler-210 b","Transit",2.23000000,
"Kepler-261 c","Transit",2.10000000,
"Kepler-1829 b","Transit",,
"Kepler-536 b","Transit",5.95000000,
"Kepler-653 b","Transit",1.75000000,
"Kepler-100 d","Transit",1.61000000,3.00000000
"Kepler-1298 b","Transit",1.36000000,
"Kepler-125 c","Transit",0.76000000,
"Kepler-708 b","Transit",,
"Kepler-1208 b","Transit",2.32000000,
"Kepler-169 f","Transit",,
"Kepler-265 e","Transit",,
"16 Cyg B b","Radial Velocity",,565.73740000
"Kepler-356 c","Transit",,
"Kepler-393 c","Transit",1.17000000,
"PDS 70 b","Imaging",14.57170000,2542.64000000
"Kepler-1892 b","Transit",1.41000000,
"Kepler-1983 b","Transit",,
"Kepler-312 c","Transit",,
"Kepler-1825 b","Transit",1.35000000,
"K2-121 b","Transit",7.52000000,
"TOI-251 b","Transit",2.82698973,
"Kepler-396 c","Transit",,
"Kepler-1481 b","Transit",1.23000000,
"Kepler-127 d","Transit",2.55400000,
"WASP-75 b","Transit",,
"HD 175607 b","Radial Velocity",,8.98000000
"Kepler-1922 b","Transit",1.47000000,
"Kepler-1109 b","Transit",1.90100000,
"Kepler-1575 b","Transit",,
"Kepler-31 c","Transit",4.71000000,29.50000000
"HD 109749 b","Radial Velocity",,85.81410000
"Kepler-1166 b","Transit",1.69000000,
"Kepler-157 c","Transit",2.24000000,
"Kepler-1929 b","Transit",6.06000000,
"Kepler-798 b","Transit",2.04100000,
"WASP-61 b","Transit",,
"Kepler-377 b","Transit",1.16000000,
"K2-270 c","Transit",,
"Kepler-1112 b","Transit",2.55000000,
"TOI-4791 b","Transit",13.01130000,
"K2-290 c","Transit",11.32000000,246.00000000
"Kepler-584 b","Transit",4.17000000,
"Kepler-355 b","Transit",1.50000000,
"HD 6718 b","Radial Velocity",,19956.44567553
"TOI-5624 d","Transit",4.07678000,
"Kepler-837 b","Transit",2.56000000,
"Kepler-353 c","Transit",1.60000000,
"Kepler-445 b","Transit",0.57600000,
"Kepler-360 c","Transit",2.10000000,
"Kepler-122 b","Transit",2.26000000,
"Kepler-607 b","Transit",0.91000000,
"Kepler-1057 b","Transit",,
"Kepler-1476 b","Transit",1.80000000,
"Kepler-207 d","Transit",2.50000000,
"Kepler-289 b","Transit",2.43000000,
"Kepler-1889 b","Transit",2.59000000,
"K2-105 b","Transit",3.59000000,
"Kepler-368 b","Transit",2.18000000,
"Kepler-619 c","Transit",1.50000000,
"Kepler-164 c","Transit",2.69000000,
"Kepler-270 c","Transit",1.50000000,
"K2-261 b","Transit",,
"Kepler-654 b","Transit",3.00200000,
"Kepler-919 b","Transit",,
"Kepler-170 b","Transit",3.08000000,82.60000000
"WASP-68 b","Transit",,
"Kepler-1364 b","Transit",1.70000000,
"Kepler-1525 b","Transit",,
"Kepler-166 d","Transit",,
"K2-333 b","Transit",6.18000000,
"Kepler-291 b","Transit",2.72400000,
"K2-336 b","Transit",1.33000000,
"Kepler-1281 b","Transit",1.69000000,
"Kepler-1167 b","Transit",,
"HD 191939 d","Transit",,2.80000000
"Kepler-195 b","Transit",2.22000000,
"HD 27894 c","Radial Velocity",,51.48846000
"Kepler-191 b","Transit",,
"TOI-558 b","Transit",13.53006831,
"Kepler-1277 b","Transit",1.50000000,
"Kepler-373 c","Transit",1.56000000,
"Kepler-272 b","Transit",1.89500000,
"Kepler-1165 c","Transit",3.36093385,
"Kepler-1439 b","Transit",2.10000000,
"Kepler-1217 b","Transit",1.87000000,
"Kepler-371 c","Transit",1.78000000,
"TOI-4201 b","Transit",12.66614819,816.81900599
"Kepler-1254 d","Transit",,
"Kepler-1345 b","Transit",2.90000000,
"K2-350 b","Transit",1.54000000,
"Kepler-126 d","Transit",2.89000000,
"Kepler-83 c","Transit",,
"Kepler-138 b","Transit",0.52200000,0.06600000
"NGTS-6 b","Transit",14.86313400,425.57437000
"HD 156668 b","Radial Velocity",,4.15000000
"Kepler-356 b","Transit",1.60000000,
"Kepler-482 b","Transit",2.20000000,
"Kepler-769 c","Transit",1.51600000,
"Kepler-1991 b","Transit",1.26000000,
"Kepler-1628 b","Transit",,
"Kepler-130 b","Transit",1.02000000,
"Kepler-245 e","Transit",1.69000000,
"Kepler-1428 b","Transit",3.19800000,
"Kepler-1179 b","Transit",1.34000000,
"Kepler-540 b","Transit",2.71000000,
"Kepler-175 b","Transit",3.09300000,
"Kepler-397 c","Transit",6.35000000,
"Kepler-893 b","Transit",3.19000000,
"HATS-26 b","Transit",19.61575000,206.58950000
"Kepler-85 b","Transit",1.77800000,1.84000000
"WASP-141 b","Transit",,
"Kepler-624 b","Transit",,
"HD 99492 b","Radial Velocity",,22.24810000
"Kepler-283 c","Transit",38.67000000,
"K2-16 c","Transit",2.54000000,
"Kepler-1056 b","Transit",2.32000000,
"Kepler-842 b","Transit",1.58000000,
"HATS-67 b","Transit",,
"Kepler-198 b","Transit",,
"Kepler-773 b","Transit",1.57000000,
"Kepler-1218 b","Transit",,
"TOI-7510 c","Transit",10.81000000,131.00000000
"Kepler-94 b","Transit",2.61631054,
"CoRoT-19 b","Transit",14.45961000,367.09365000
"Kepler-501 c","Transit",1.45000000,
"Kepler-254 c","Transit",2.28000000,
"Kepler-632 b","Transit",2.42000000,
"Kepler-805 b","Transit",2.89000000,
"Kepler-520 c","Transit",1.05000000,
"Kepler-133 c","Transit",,
"Kepler-210 b","Transit",2.56000000,
"Kepler-584 b","Transit",,
"Kepler-350 d","Transit",,9.80000000
"EPIC 220554210 c","Transit",1.48000000,
"Kepler-1388 b","Transit",2.21000000,
"Kepler-244 b","Transit",,
"YZ Cet d","Radial Velocity",,1.09000000
"Kepler-151 b","Transit",,
"Kepler-766 b","Transit",,
"Kepler-414 c","Transit Timing Variations",3.01000000,29.90000000
"Kepler-565 b","Transit",3.40000000,
"KMT-2018-BLG-1990L b","Microlensing",,180.00000000
"Kepler-358 b","Transit",2.77000000,
"Kepler-295 c","Transit",3.61600000,
"Kepler-675 b","Transit",2.32300000,
"XO-5 b","Transit",12.20660100,344.52772000
"Kepler-979 b","Transit",,
"Kepler-776 b","Transit",1.38000000,
"WASP-68 b","Transit",14.79588000,343.25640000
"Kepler-613 b","Transit",,
"Kepler-259 c","Transit",2.76000000,
"Kepler-1057 b","Transit",2.75000000,
"Kepler-97 b","Transit",,
"WASP-16 b","Transit",13.65256200,264.43456000
"Kepler-62 f","Transit",1.54000000,
"Kepler-960 b","Transit",1.80000000,
"Kepler-368 b","Transit",,
"Kepler-297 c","Transit",7.54000000,
"Kepler-375 c","Transit",2.95000000,
"HD 97658 b","Radial Velocity",2.12000000,8.30000000
"Kepler-767 b","Transit",12.13400000,
"Kepler-1861 b","Transit",,
"Kepler-444 f","Transit",0.51000000,
"K2-229 b","Transit",1.25477590,
"Kepler-406 b","Transit",1.50000000,
"K2-122 b","Transit",,
"MOA-2015-BLG-337L b","Microlensing",,5720.00000000
"HATS-41 b","Transit",,
"Kepler-1530 b","Transit",2.41000000,
"Kepler-1445 b","Transit",,
"Kepler-1234 b","Transit",1.95900000,
"Kepler-1508 b","Transit",0.98000000,
"K2-101 b","Transit",1.85000000,
"Kepler-1379 b","Transit",1.30000000,
"Kepler-425 b","Transit",,
"HD 142245 b","Radial Velocity",,603.90000000
"Kepler-212 b","Transit",,
"Kepler-194 d","Transit",,
"Kepler-966 b","Transit",,
"Kepler-1520 b","Transit",5.32000000,
"K2-371 b","Transit",12.03000000,
"Kepler-11 e","Transit",,
"Kepler-1122 b","Transit",2.35000000,
"Kepler-1193 b","Transit",,
"Kepler-1093 b","Transit",2.26000000,
"Kepler-1967 b","Transit",2.59000000,
"Kepler-412 b","Transit",12.53000000,
"Kepler-1388 b","Transit",1.90300000,
"WASP-82 b","Transit",18.49040000,
"Kepler-558 b","Transit",2.34000000,
"Kepler-267 d","Transit",2.31000000,
"Kepler-892 b","Transit",2.74000000,
"Kepler-1850 b","Transit",0.72909663,
"HAT-P-2 b","Transit",12.96900000,2888.95000000
"Kepler-1059 b","Transit",1.74000000,
"Kepler-362 b","Transit",0.84000000,
"Kepler-288 c","Transit",,
"Kepler-145 b","Transit",2.20000000,
"Kepler-1943 b","Transit",1.54869189,
"XO-4 b","Transit",14.91000000,565.71000000
"Kepler-20 f","Transit",0.90000000,
"K2-386 b","Transit",2.74000000,
"Kepler-1211 b","Transit",2.69000000,
"Kepler-697 b","Transit",,
"Kepler-1320 b","Transit",1.32400000,
"Kepler-1904 b","Transit",1.37000000,
"Kepler-519 b","Transit",2.10000000,
"K2-204 b","Transit",3.04584393,
"Kepler-374 c","Transit",1.09000000,
"Kepler-661 b","Transit",3.07000000,
"Kepler-610 b","Transit",3.28000000,
"Kepler-1838 b","Transit",1.43000000,
"Kepler-1982 b","Transit",1.04000000,
"Kepler-1813 b","Transit",1.41300000,
"Kepler-1807 b","Transit",,
"Kepler-1544 b","Transit",1.83000000,
"Kepler-186 f","Transit",,
"K2-123 b","Transit",,
"Kepler-487 c","Transit",2.62000000,
"Kepler-1225 b","Transit",1.57000000,
"Kepler-249 c","Transit",1.46000000,
"Kepler-1035 b","Transit",1.00000000,
"Kepler-341 c","Transit",,
"Kepler-217 c","Transit",,
"Kepler-213 c","Transit",1.85000000,
"Kepler-1587 b","Transit",1.32000000,
"TOI-1691 b","Transit",2.88015000,
"Kepler-462 c","Transit",,
"KMT-2017-BLG-0428L b","Microlensing",,5.55000000
"Kepler-465 b","Transit",2.84100000,
"Kepler-945 b","Transit",2.79000000,
"Kepler-237 b","Transit",1.41000000,
"Kepler-1359 b","Transit",,
"Kepler-1050 c","Transit",1.32500000,
"Kepler-11 d","Transit",3.37000000,
"Kepler-1987 e","Transit",,
"Kepler-1006 b","Transit",,
"WASP-67 b","Transit",15.69260000,133.48860000
"Kepler-1023 b","Transit",,
"HR 8799 d","Imaging",,
"Kepler-177 b","Transit",3.50000000,5.84000000
"Kepler-1088 b","Transit",1.36000000,
"K2-237 b","Transit",16.06246934,434.15360396
"TIC 139702105 b","Transit",2.45316949,
"Kepler-833 b","Transit",,
"Kepler-696 b","Transit",6.14000000,
"Kepler-683 b","Transit",,
"Kepler-1517 b","Transit",,
"Kepler-387 b","Transit",1.14400000,
"Kepler-139 d","Transit",,
"Kepler-1325 b","Transit",2.40000000,
"Kepler-1015 b","Transit",3.71000000,
"KOI-217 b","Transit",12.78000000,
"Kepler-1934 b","Transit",0.84000000,
"WASP-13 b","Transit",,
"Kepler-845 b","Transit",,
"Kepler-186 d","Transit",1.81000000,
"Kepler-260 c","Transit",,
"K2-4 b","Transit",,
"Kepler-25 b","Transit",,
"Kepler-1455 b","Transit",,
"Kepler-601 b","Transit",,
"TOI-519 b","Transit",11.87031056,166.85991368
"Kepler-493 b","Transit",,
"Kepler-1567 b","Transit",2.67000000,
"Kepler-1514 c","Transit",,
"Kepler-1846 b","Transit",1.76378826,
"Kepler-265 d","Transit",2.17900000,
"MOA-2009-BLG-266L b","Microlensing",,10.40000000
"HD 16760 b","Radial Velocity",,4173.08698391
"ups And c","Radial Velocity",,715.09000000
"Kepler-1057 b","Transit",,
"Kepler-879 b","Transit",2.32000000,
"Kepler-80 d","Transit",1.47000000,
"Kepler-62 d","Transit",2.12200000,
"HD 175167 b","Radial Velocity",,2850.93510000
"Kepler-1762 b","Transit",2.74000000,
"Kepler-825 c","Transit",1.77000000,
"Kepler-365 b","Transit",1.83000000,
"Kepler-927 b","Transit",1.60500000,
"Kepler-1456 b","Transit",1.14000000,
"TOI-512 b","Transit",1.52545823,
"Kepler-1152 b","Transit",1.02100000,
"Kepler-351 b","Transit",2.54000000,
"Kepler-1245 c","Transit",,
"HAT-P-29 b","Transit",,
"Kepler-1204 b","Transit",,
"Kepler-809 b","Transit",2.70000000,
"Kepler-760 c","Transit",2.01000000,
"Kepler-137 b","Transit",1.47000000,
"K2-110 b","Transit",2.50000000,
"Kepler-1200 b","Transit",0.98000000,
"K2-11 b","Transit",7.55000000,
"Kepler-120 c","Transit",1.64000000,
"Kepler-6 b","Transit",13.10100000,
"Kepler-248 b","Transit",3.02000000,
"Kepler-178 b","Transit",2.88000000,
"Kepler-903 c","Transit",2.23000000,
"Kepler-309 b","Transit",0.99000000,
"K2-222 b","Transit",2.35000000,8.70000000
"Kepler-585 b","Transit",2.76600000,
"Kepler-1233 b","Transit",,
"Kepler-949 c","Transit",3.72000000,
"Kepler-172 d","Transit",2.72600000,
"CD-35 2722 b","Imaging",,9852.68061700
"Kepler-228 c","Transit",3.42300000,
"K2-88 b","Transit",2.30000000,
"Kepler-549 b","Transit",,
"Kepler-1515 b","Transit",9.33000000,
"Kepler-1870 b","Transit",2.80000000,
"Kepler-390 b","Transit",,
"Kepler-1275 b","Transit",1.32000000,
"Kepler-55 d","Transit",1.59000000,
"Kepler-1398 b","Transit",,
"Kepler-464 b","Transit",3.38000000,
"WASP-22 b","Transit",13.43959100,196.10111000
"Kepler-520 b","Transit",1.57000000,
"MOA-2022-BLG-033L b","Microlensing",,12.15000000
"Kepler-50 b","Transit",1.56000000,
"Kepler-83 b","Transit",2.23000000,
"Kepler-83 d","Transit",2.00400000,
"Kepler-354 b","Transit",,
"K2-5 b","Transit",2.40000000,
"Kepler-296 f","Transit",1.23000000,
"Kepler-82 e","Transit",2.30000000,
"Kepler-879 b","Transit",2.54000000,
"K2-73 c","Radial Velocity",,1142.00000000
"Kepler-295 d","Transit",,
"Kepler-1466 b","Transit",1.38000000,
"Kepler-605 b","Transit",1.39900000,
"Kepler-295 b","Transit",1.40000000,
"Kepler-733 b","Transit",,
"Kepler-1313 b","Transit",,
"Kepler-422 b","Transit",11.27000000,
"MOA-2010-BLG-117L b","Microlensing",,170.00000000
"Kepler-1608 b","Transit",1.80000000,
"K2-203 b","Transit",1.37000000,
"Kepler-647 c","Transit",,
"Kepler-292 f","Transit",2.94000000,
"WASP-160 B b","Transit",12.21781000,88.35674000
"Kepler-60 d","Transit",1.76000000,
"TOI-6034 b","Transit",11.92000000,254.00000000
"K2-331 c","Transit",2.50000000,
"K2-116 b","Transit",0.81400000,
"Kepler-846 b","Transit",2.30000000,
"Kepler-888 b","Transit",1.81100000,
"HIP 75092 b","Radial Velocity",,568.91284853
"KIC 9663113 b","Transit",3.78000000,
"Kepler-259 c","Transit",2.71000000,
"K2-19 b","Transit",6.59307857,
"Kepler-415 b","Transit Timing Variations",1.61000000,
"Kepler-752 b","Transit",2.60000000,
"TOI-139 b","Transit",2.45660000,
"Kepler-1137 b","Transit",,
"Kepler-348 b","Transit",1.33000000,
"Kepler-980 b","Transit",2.64100000,
"Kepler-56 b","Transit",3.84000000,
"Kepler-1429 b","Transit",1.19000000,
"Kepler-1089 b","Transit",1.85000000,
"TOI-269 b","Transit",2.77000000,8.80000000
"WASP-183 b","Transit",15.41128052,
"Kepler-1764 b","Transit",3.57000000,
"Kepler-271 b","Transit",1.22900000,
"Kepler-120 c","Transit",,
"HD 219134 h","Radial Velocity",,71.00000000
"Kepler-431 b","Transit",0.97000000,
"Kepler-31 d","Transit",3.90000000,2161.24400000
"Kepler-109 c","Transit",2.65000000,8.20000000
"Kepler-277 c","Transit",,
"HD 97658 b","Radial Velocity",2.30300000,7.81000000
"Kepler-1397 b","Transit",1.72000000,
"WTS-2 b","Transit",15.27786700,355.96960000
"Kepler-685 b","Transit",,
"K2-189 b","Transit",1.52000000,
"KOI-12 b","Transit",,
"Kepler-177 c","Transit",,
"Kepler-534 c","Transit",1.06000000,
"TIC 160113658 b","Transit",3.49015778,
"Kepler-562 b","Transit",5.12000000,
"K2-237 b","Transit",16.19697711,433.20011874
"Kepler-1641 b","Transit",4.07000000,
"HD 169830 c","Radial Velocity",,2828.67282230
"Kepler-351 b","Transit",2.74000000,
"Kepler-696 b","Transit",,
"Kepler-1044 b","Transit",2.50000000,
"HAT-P-44 b","Transit",13.92200000,111.87100000
"Kepler-394 d","Transit",1.50000000,
"Kepler-32 d","Transit",,39.90890000
"Kepler-237 b","Transit",1.50000000,
"Kepler-84 b","Transit",3.03000000,
"KOI-1783.02","Transit",4.40000000,
"Kepler-268 b","Transit",2.90000000,
"Kepler-1608 b","Transit",1.63000000,
"Kepler-1249 b","Transit",2.67200000,
"Kepler-658 b","Transit",1.48000000,
"TOI-4507 b","Transit",8.13000000,76.27881768
"Kepler-146 c","Transit",,
"Kepler-1549 b","Transit",,
"K2-101 b","Transit",,
"Kepler-1881 b","Transit",2.73000000,
"Kepler-204 c","Transit",1.78000000,
"Kepler-253 d","Transit",,
"Kepler-1164 b","Transit",1.22000000,
"Kepler-712 c","Transit",4.55300000,
"HD 38801 b","Radial Velocity",,3400.64000000
"Kepler-1546 b","Transit",,
"Kepler-666 b","Transit",2.21000000,
"Kepler-596 b","Transit",2.99000000,
"K2-75 b","Transit",2.67000000,
"Kepler-1097 b","Transit",,
"Kepler-493 b","Transit",11.42000000,
"Kepler-1133 b","Transit",,
"HAT-P-21 b","Transit",,
"Kepler-1257 b","Transit",1.55000000,
"Kepler-1945 b","Transit",1.28900000,
"HAT-P-24 b","Transit",13.92157800,229.79109000
"WASP-126 c","Transit Timing Variations",,64.20000000
"Kepler-1036 b","Transit",2.86000000,
"TOI-1789 b","Transit",16.14093221,222.47988490
"Kepler-382 b","Transit",1.74000000,
"Kepler-23 c","Transit",3.25000000,
"Kepler-824 b","Transit",1.88000000,
"K2-224 c","Transit",2.50540750,
"Kepler-973 b","Transit",2.15900000,
"Kepler-341 b","Transit",1.08000000,
"Kepler-319 c","Transit",5.22000000,
"K2-49 b","Transit",3.36000000,
"Kepler-1092 b","Transit",2.07000000,
"Kepler-760 c","Transit",,
"Kepler-915 b","Transit",1.98500000,
"Kepler-334 b","Transit",,
"K2-180 b","Transit",2.31000000,
"Kepler-1376 b","Transit",,
"Kepler-1619 b","Transit",,
"Kepler-1907 b","Transit",0.88000000,
"Kepler-244 d","Transit",2.74000000,
"Kepler-100 c","Transit",,
"Kepler-805 b","Transit",3.01000000,
"Kepler-18 b","Transit",,
"K2-186 b","Transit",3.17207779,
"Kepler-1915 b","Transit",3.15000000,
"Kepler-354 c","Transit",,
"Kepler-1526 b","Transit",,
"Kepler-1556 b","Transit",2.06000000,
"Kepler-472 b","Transit",3.03000000,
"Kepler-309 c","Transit",,
"Kepler-1751 b","Transit",,
"HD 108874 b","Radial Velocity",,543.47000000
"Kepler-795 b","Transit",1.76000000,
"WASP-197 b","Transit",14.31944190,
"TOI-7510 c","Transit",9.25092411,
"K2-208 b","Transit",1.67866113,
"KMT-2022-BLG-1818L b","Microlensing",,1357.12729789
"Kepler-349 c","Transit",2.61000000,
"Kepler-1641 b","Transit",3.92000000,
"Kepler-387 c","Transit",1.12800000,
"WASP-21 b","Transit",,
"Kepler-446 d","Transit",1.14000000,
"K2-138 f","Transit",2.81000000,
"WASP-72 b","Transit",,
"Kepler-137 b","Transit",1.61400000,
"Kepler-787 b","Transit",1.47000000,
"OGLE-2015-BLG-0966L b","Microlensing",,21.00000000
"Kepler-330 b","Transit",,
"Kepler-282 e","Transit",,
"Kepler-288 b","Transit",1.55800000,
"Kepler-1497 b","Transit",1.66000000,
"HD 154088 b","Radial Velocity",,6.60000000
"Kepler-224 d","Transit",2.48700000,
"Kepler-202 c","Transit",1.88000000,
"Kepler-1484 b","Transit",2.30000000,
"Kepler-1115 b","Transit",1.80100000,
"K2-12 b","Transit",2.72000000,
"Kepler-1001 c","Transit",1.90000000,
"Kepler-188 b","Transit",,
"KMT-2021-BLG-1391L b","Microlensing",,4.55000000
"Kepler-848 b","Transit",1.44000000,
"Kepler-1500 b","Transit",,
"Kepler-691 b","Transit",2.32000000,
"Kepler-1193 b","Transit",1.32000000,
"Kepler-1990 b","Transit",3.91400003,
"Kepler-325 c","Transit",2.97000000,
"Kepler-597 b","Transit",2.22000000,
"Kepler-301 d","Transit",1.96000000,
"Kepler-91 b","Transit",14.57200000,241.54000000
"Kepler-307 b","Transit",2.90800000,
"Kepler-1316 b","Transit",2.70000000,
"Kepler-813 b","Transit",4.23000000,
"Kepler-104 d","Transit",2.75200000,
"Kepler-1166 b","Transit",1.94000000,
"TOI-6628 b","Transit",9.90639000,
"Kepler-1760 b","Transit",1.83000000,
"Kepler-261 c","Transit",2.82000000,
"Kepler-397 c","Transit",6.01000000,
"HD 75289 b","Radial Velocity",,146.20180000
"Kepler-326 b","Transit",3.03000000,44.60000000
"Kepler-161 c","Transit",2.23800000,
"Kepler-736 b","Transit",,
"Kepler-377 c","Transit",1.58000000,
"WASP-158 b","Transit",12.80310000,
"Kepler-187 b","Transit",1.45000000,
"K2-114 b","Transit",10.67000000,
"Kepler-1245 c","Transit",1.64000000,
"Kepler-1412 b","Transit",0.61000000,
"Kepler-251 e","Transit",3.27000000,
"OGLE-2012-BLG-0358L b","Microlensing",,588.00000000
"Kepler-698 b","Transit",3.97000000,
"Kepler-253 c","Transit",,
"Kepler-183 b","Transit",2.28000000,
"Kepler-30 c","Transit",12.15900000,
"Kepler-80 c","Transit",,1.11000000
"Kepler-440 b","Transit",1.92000000,
"Kepler-501 b","Transit",4.59000000,
"Kepler-15 b","Transit",10.76000000,209.76000000
"Kepler-1284 b","Transit",,
"XO-1 b","Transit",15.02006000,
"Kepler-1270 b","Transit",3.11300000,
"GJ 433 c","Radial Velocity",,45.00000000
"Kepler-1793 b","Transit",2.91000000,
"Kepler-612 b","Transit",4.36700000,
"Kepler-790 b","Transit",2.14000000,
"Kepler-149 d","Transit",3.54000000,
"OGLE-2015-BLG-1609L b","Microlensing",,1.87518760
"Kepler-309 b","Transit",1.49500000,
"Kepler-289 c","Transit",13.04000000,
"Kepler-146 b","Transit",3.56000000,
"Kepler-292 c","Transit",1.79000000,
"Kepler-107 c","Transit",,
"Kepler-1455 b","Transit",1.93000000,
"Kepler-290 c","Transit",,
"Kepler-50 b","Transit",,
"Kepler-1458 b","Transit",2.93000000,
"Kepler-218 d","Transit",2.74100000,
"KMT-2021-BLG-0240L b","Microlensing",,66.74396547
"Kepler-172 e","Transit",3.00000000,
"HD 8574 b","Radial Velocity",,670.62130000
"Kepler-80 e","Transit",1.60000000,
"TOI-3464 b","Transit",13.76462830,397.28550875
